model,ablation,fold,subset,num_windows,accuracy,balanced_accuracy,macro_f1_present_classes,macro_f1_all_classes,present_classes,absent_classes,train_seconds,resumed_checkpoint,run_id,scope,paradigm,family,seed,representation,window_size_frames,balancing,fingerprint,source,pr_auc_status,event_metrics_status
minirocket_ridge,R0,4,test,1105,0.7049773755656109,0.367294621749409,0.35144724556489265,0.35144724556489265,"[""alert"", ""fatigue"", ""distraction""]",[],3.766351983998902,False,final__screening__transform__minirocket_ridge__r0__w30__fold_4__seed_42,screening,transform,classical,42,R0,30,none,da95bcf047f00cec34138d839fb7defe5314b4cc7248af8a5137b5507f7829ac,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,1,validation,1180,0.8084745762711865,0.4156135096306037,0.41165188297541233,0.41165188297541233,"[""alert"", ""fatigue"", ""distraction""]",[],3.7055264840000746,False,final__screening__transform__minirocket_ridge__r0__w60__fold_1__seed_42,screening,transform,classical,42,R0,60,none,ec98ea9635f48f5bbec76a01118ac0be2ae7548e33a2e000ccaed6a98ae26620,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,1,test,1534,0.7835723598435462,0.5167017499611982,0.4999682823880922,0.4999682823880922,"[""alert"", ""fatigue"", ""distraction""]",[],4.192652875000931,False,final__screening__transform__minirocket_ridge__r0__w60__fold_1__seed_42,screening,transform,classical,42,R0,60,none,ec98ea9635f48f5bbec76a01118ac0be2ae7548e33a2e000ccaed6a98ae26620,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,2,validation,1173,0.8124467178175618,0.4409194282001299,0.38666450181306494,0.38666450181306494,"[""alert"", ""fatigue"", ""distraction""]",[],3.2445441580002807,False,final__screening__transform__minirocket_ridge__r0__w60__fold_2__seed_42,screening,transform,classical,42,R0,60,none,dbd004921855b4b918cb6affe08cd682d84189904c95e01e981318039636883d,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,2,test,1864,0.8723175965665236,0.7798776023619225,0.7710898943533084,0.5140599295688723,"[""alert"", ""distraction""]","[""fatigue""]",3.8538489900001878,False,final__screening__transform__minirocket_ridge__r0__w60__fold_2__seed_42,screening,transform,classical,42,R0,60,none,dbd004921855b4b918cb6affe08cd682d84189904c95e01e981318039636883d,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,3,validation,1151,0.7636837532580365,0.39732571794598054,0.38533380345886253,0.38533380345886253,"[""alert"", ""fatigue"", ""distraction""]",[],4.275460988999839,False,final__screening__transform__minirocket_ridge__r0__w60__fold_3__seed_42,screening,transform,classical,42,R0,60,none,b0793d87f313ab4b914059fd4dabc46cac666d5297ee918e7923d1614f1740c3,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,3,test,1500,0.8773333333333333,0.4602470651757411,0.43912753459877085,0.43912753459877085,"[""alert"", ""fatigue"", ""distraction""]",[],4.788736486998459,False,final__screening__transform__minirocket_ridge__r0__w60__fold_3__seed_42,screening,transform,classical,42,R0,60,none,b0793d87f313ab4b914059fd4dabc46cac666d5297ee918e7923d1614f1740c3,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,4,validation,1125,0.8115555555555556,0.4358668203776899,0.40345628389366645,0.40345628389366645,"[""alert"", ""fatigue"", ""distraction""]",[],5.147450294000009,False,final__screening__transform__minirocket_ridge__r0__w60__fold_4__seed_42,screening,transform,classical,42,R0,60,none,6ab8069edf4d91774733e42cf000e3155bc29e2e43d49f3b78854ff76e8a27d8,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,4,test,1095,0.736986301369863,0.5642633228840125,0.5427824144821911,0.3618549429881274,"[""alert"", ""distraction""]","[""fatigue""]",5.548998268001014,False,final__screening__transform__minirocket_ridge__r0__w60__fold_4__seed_42,screening,transform,classical,42,R0,60,none,6ab8069edf4d91774733e42cf000e3155bc29e2e43d49f3b78854ff76e8a27d8,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,1,validation,1155,0.8303030303030303,0.3763096429763097,0.38190952232866354,0.38190952232866354,"[""alert"", ""fatigue"", ""distraction""]",[],6.538392313999793,False,final__screening__transform__minirocket_ridge__r0__w150__fold_1__seed_42,screening,transform,classical,42,R0,150,none,adc7d932c8fe8919edaeef013df66b4123c3586afb381cc98f140ef1a3ee5b0d,new,pending_probability_support,pending_confirmation
minirocket_ridge,R0,1,test,1528,0.7990837696335078,0.49186023814171387,0.4967373185639133,0.4967373185639133,"[""alert"", ""fatigue"", ""distraction""]",[],7.77072763400065,False,final__screening__transform__minirocket_ridge__r0__w150__fold_1__seed_42,screening,transform,classical,42,R0,150,none,adc7d932c8fe8919edaeef013df66b4123c3586afb381cc98f140ef1a3ee5b0d,new,pending_probability_support,pending_confirmation
