model,ablation,fold,subset,label,precision,recall,f1,support,run_id,generation,representation,window_size_frames,seed,balancing,scenario,strategy,configuration_id
tcn,temporal_r0,2,validation,fatigue,0.0,0.0,0.0,17,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,2,validation,distraction,0.20512820512820512,0.3157894736842105,0.24870466321243523,76,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,2,test,alert,0.9285266457680251,0.942711648631445,0.9355653821857233,1571,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,2,test,fatigue,,,,0,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,2,test,distraction,0.6654275092936803,0.6109215017064846,0.6370106761565836,293,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_2__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,3,validation,alert,0.8879310344827587,0.8356997971602435,0.8610240334378265,986,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,3,validation,fatigue,0.0,0.0,0.0,13,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,3,validation,distraction,0.273542600896861,0.40131578947368424,0.3253333333333333,152,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,3,test,alert,0.9476831091180867,0.9275786393562546,0.9375231053604436,1367,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,3,test,fatigue,0.0,0.0,0.0,21,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,3,test,distraction,0.37037037037037035,0.5357142857142857,0.43795620437956206,112,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_3__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,4,validation,alert,0.930327868852459,0.8972332015810277,0.9134808853118712,1012,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,4,validation,fatigue,0.0,0.0,0.0,17,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,4,validation,distraction,0.30201342281879195,0.46875,0.3673469387755102,96,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,4,test,alert,0.8939732142857143,0.8369905956112853,0.864543982730707,957,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,4,test,fatigue,,,,0,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
tcn,temporal_r0,4,test,distraction,0.21608040201005024,0.3115942028985507,0.2551928783382789,138,G4__g4_d_augmentation_w60__tcn__r0__w60__fold_4__seed_42,G4,R0,60,42,,D,augmentation,g4_d_augmentation_w60
