model,ablation,fold,subset,actual,predicted,count,preprocessing,window_size_frames,num_features
random_forest,all_features,2,test,alert,alert,1478,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,alert,fatigue,3,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,alert,distraction,79,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,distraction,alert,211,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,distraction,fatigue,3,short_gap_interpolation_with_flags,150,17
random_forest,all_features,2,test,distraction,distraction,67,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,alert,alert,921,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,alert,fatigue,26,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,alert,distraction,127,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,fatigue,alert,12,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,distraction,alert,44,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,distraction,fatigue,4,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,validation,distraction,distraction,26,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,alert,alert,1428,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,alert,fatigue,15,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,alert,distraction,117,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,fatigue,alert,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,distraction,alert,196,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,distraction,fatigue,8,short_gap_interpolation_with_flags,150,17
xgboost,all_features,2,test,distraction,distraction,77,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,alert,alert,797,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,alert,fatigue,23,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,alert,distraction,149,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,fatigue,alert,11,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,distraction,alert,85,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,distraction,fatigue,8,short_gap_interpolation_with_flags,150,17
svm,all_features,3,validation,distraction,distraction,52,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,alert,alert,1284,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,alert,fatigue,1,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,alert,distraction,80,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,fatigue,alert,22,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,distraction,alert,54,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,distraction,fatigue,3,short_gap_interpolation_with_flags,150,17
svm,all_features,3,test,distraction,distraction,49,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,alert,alert,894,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,alert,fatigue,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,alert,distraction,74,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,fatigue,alert,11,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,distraction,alert,116,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,validation,distraction,distraction,29,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,alert,alert,1303,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,alert,fatigue,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,alert,distraction,61,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,fatigue,alert,22,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,distraction,alert,62,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,distraction,fatigue,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,3,test,distraction,distraction,43,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,alert,alert,818,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,alert,fatigue,15,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,alert,distraction,136,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,fatigue,alert,11,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,distraction,alert,96,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,distraction,fatigue,2,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,validation,distraction,distraction,47,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,alert,alert,1261,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,alert,fatigue,2,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,alert,distraction,102,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,fatigue,alert,15,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,fatigue,distraction,7,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,distraction,alert,17,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,3,test,distraction,distraction,89,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,alert,alert,804,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,alert,fatigue,35,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,alert,distraction,163,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,fatigue,alert,11,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,fatigue,distraction,1,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,distraction,alert,41,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,distraction,fatigue,8,short_gap_interpolation_with_flags,150,17
svm,all_features,4,validation,distraction,distraction,42,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,alert,alert,781,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,alert,fatigue,53,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,alert,distraction,112,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,fatigue,alert,0,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,distraction,alert,66,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,distraction,fatigue,13,short_gap_interpolation_with_flags,150,17
svm,all_features,4,test,distraction,distraction,51,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,alert,alert,862,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,alert,fatigue,1,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,alert,distraction,139,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,fatigue,alert,12,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,distraction,alert,44,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,validation,distraction,distraction,47,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,alert,alert,796,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,alert,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,alert,distraction,150,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,fatigue,alert,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,distraction,alert,83,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,distraction,fatigue,0,short_gap_interpolation_with_flags,150,17
random_forest,all_features,4,test,distraction,distraction,47,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,alert,alert,794,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,alert,fatigue,31,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,alert,distraction,177,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,fatigue,alert,12,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,distraction,alert,34,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,distraction,fatigue,15,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,validation,distraction,distraction,42,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,alert,alert,701,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,alert,fatigue,58,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,alert,distraction,187,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,fatigue,alert,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,fatigue,fatigue,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,fatigue,distraction,0,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,distraction,alert,59,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,distraction,fatigue,5,short_gap_interpolation_with_flags,150,17
xgboost,all_features,4,test,distraction,distraction,66,short_gap_interpolation_with_flags,150,17
