video_id,frame_index,clip_id,state,timestamp_seconds,backend,detector_found,presence,elapsed_ms,selected_eye,ear,mar,pitch,yaw,roll,face_mesh_detected,indicators_accepted,all_indicators_valid,detection_status,ear_valid,ear_status,mar_valid,mar_status,head_pose_valid,head_pose_status
video_01,13313,0,alert,739.366,mediapipe_static,,,11.17750000412343,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13314,0,alert,739.433,torch_cuda,True,0.3552294671535492,21.95909999863943,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13314,0,alert,739.433,torch_cpu,True,0.3547914922237396,42.67809999873862,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13314,0,alert,739.433,mediapipe_tracking,,,6.454900001699571,"[33, 160, 158, 133, 153, 144]",0.14299174162773676,0.00627042574017031,-31.00993532324531,-25.542389859368782,-145.57172916772305,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13314,0,alert,739.433,mediapipe_static,,,12.522299999545794,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13315,0,alert,739.499,torch_cpu,True,0.4029005765914917,40.60680000111461,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13315,0,alert,739.499,torch_cuda,True,0.40091684460639954,20.334699998784345,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13315,0,alert,739.499,mediapipe_tracking,,,6.096899996919092,"[33, 160, 158, 133, 153, 144]",0.14459637417863092,0.006878090076542569,-31.831125855885276,-25.277630846889398,-146.35661484382916,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13315,0,alert,739.499,mediapipe_static,,,9.466299998166505,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13316,0,alert,739.566,torch_cuda,True,0.2997434437274933,21.534899999096524,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13316,0,alert,739.566,torch_cpu,True,0.2999984920024872,37.84789999917848,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13316,0,alert,739.566,mediapipe_tracking,,,6.339500003377907,"[33, 160, 158, 133, 153, 144]",0.15548414681147113,0.0074769880557365295,-31.54929961097589,-25.544485948999036,-145.3949906095197,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13316,0,alert,739.566,mediapipe_static,,,11.758700005884748,"[33, 160, 158, 133, 153, 144]",0.14797583176532353,0.03192102490712487,-39.597306805206635,-16.272413915444808,-156.90388428231856,1,1,1,both_detected,1,ok,1,ok,1,ok
video_01,13317,0,alert,739.633,torch_cpu,True,0.12301503866910934,44.43909999827156,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
video_01,13317,0,alert,739.633,torch_cuda,True,0.12340182811021805,22.744800000509713,None,,,,,,0,0,0,face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing,0,not_evaluated_face_mesh_missing
